id,name,company,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
2514,Need for Speed: Hot Pursuit 2,MICROSOFT,XB,2002,Racing,Electronic Arts,0.68,0.11,0,0.03,0.82
2515,Clu Clu Land,Nintendo,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82
2516,Killer Instinct Gold,Nintendo,N64,1996,Fighting,Nintendo,0.61,0.19,0,0.01,0.82
2517,Amped: Freestyle Snowboarding,MICROSOFT,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02,0.82
2519,MediEvil: Resurrection,SONY,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0,0.22,0.82
2520,DmC: Devil May Cry,SONY,PS3,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.82
2521,Tales of the Abyss,Nintendo,3DS,2011,Role-Playing,Namco Bandai Games,0.42,0.19,0.14,0.06,0.82
2522,Rocket Power: Beach Bandits,SONY,PS2,2002,Platform,THQ,0.4,0.31,0,0.1,0.82
2523,Guitar Hero: Warriors of Rock,SONY,PS3,2010,Misc,Activision,0.33,0.35,0,0.14,0.82
2524,Hasbro Family Game Night 3,Nintendo,Wii,2010,Misc,Electronic Arts,0.47,0.28,0,0.07,0.82
2525,Madden NFL 16,SONY,PS3,2015,Sports,Electronic Arts,0.56,0.11,0,0.15,0.82
2526,Stranglehold,MICROSOFT,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82
2528,Shin Megami Tensei: Persona 4,SONY,PS2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82
2529,SingStar Vol. 2,SONY,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.4,0,0.13,0.82
2530,Shaun White Snowboarding,MICROSOFT,X360,2005,Sports,Ubisoft,0.48,0.26,0,0.08,0.82
2531,Madden NFL 25,SONY,PS4,2013,Sports,Electronic Arts,0.62,0.13,0,0.07,0.82
2532,Twisted Metal (2012),SONY,PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0,0.07,0.82
2533,Dragon Warrior III,Nintendo,GB,2000,Role-Playing,Enix Corporation,0,0,0.81,0,0.81
2535,Ready 2 Rumble Boxing: Round 2,SONY,PS2,2000,Fighting,Midway Games,0.4,0.31,0,0.1,0.81
2536,Kamaitachi no Yoru,Nintendo,SNES,1994,Adventure,ChunSoft,0,0,0.81,0,0.81
2537,Patapon,SONY,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81
2538,Tales of Destiny II,SONY,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81
2539,Super Bomberman 2,Nintendo,SNES,1994,Puzzle,Hudson Soft,0,0,0.81,0,0.81
2540,NASCAR 2001,SONY,PS,2000,Racing,Electronic Arts,0.45,0.31,0,0.05,0.81
2541,EA Sports Active NFL Training Camp,Nintendo,Wii,2010,Sports,Electronic Arts,0.77,0,0,0.05,0.81
2542,The Legend of Zelda: Four Swords Adventures,Nintendo,GC,2004,Action,Nintendo,0.63,0.16,0,0.02,0.81
2543,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,SONY,PS,1999,Sports,Konami Digital Entertainment,0,0,0.76,0.05,0.81
2544,Guitar Hero Live,SONY,PS4,2015,Misc,Activision,0.32,0.35,0,0.13,0.81
2545,Valkyrie Profile,SONY,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81
2546,Final Fantasy Type-0,SONY,PSP,2011,Role-Playing,Unknown,0,0,0.81,0,0.81
2547,Pro Evolution Soccer 2010,MICROSOFT,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81
2548,Army Men: Sarge's Heroes,Nintendo,N64,1999,Action,3DO,0.68,0.12,0,0.01,0.81
2549,Mega Man,Nintendo,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81
2550,Tom Clancy's Rainbow Six 3,SONY,PS2,2004,Shooter,Ubisoft,0.4,0.31,0,0.1,0.81
2551,Lego Batman 3: Beyond Gotham,SONY,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.35,0,0.13,0.81
2552,EarthBound,Nintendo,SNES,1994,Role-Playing,Nintendo,0,0,0.81,0,0.81
2553,DiRT 2,MICROSOFT,X360,2009,Racing,Codemasters,0.32,0.4,0,0.09,0.81
2554,Professor Layton vs Phoenix Wright: Ace Attorney,Nintendo,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.81
2555,The Next Tetris,SONY,PS,1998,Puzzle,Atari,0.45,0.31,0,0.05,0.81
2556,Dying Light,MICROSOFT,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,0.81
2557,NCAA Football 10,SONY,PS3,2009,Sports,Electronic Arts,0.75,0,0,0.06,0.81
2558,Ben 10: Alien Force,Nintendo,Wii,2008,Action,Koch Media,0.52,0.21,0,0.07,0.81
2559,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,SONY,PS,1998,Sports,Konami Digital Entertainment,0,0,0.75,0.05,0.81
2560,Final Fantasy XI: Wings of the Goddess,SONY,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81
2561,The Sims 2,SONY,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0,0.11,0.81
2562,Guitar Hero: Metallica,MICROSOFT,X360,2009,Misc,Activision,0.52,0.21,0,0.07,0.81
2563,NCAA Football 14,SONY,PS3,2013,Sports,Electronic Arts,0.75,0,0,0.06,0.8
2564,MadWorld,Nintendo,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8
2565,Fight Night Champion,MICROSOFT,X360,2011,Fighting,Electronic Arts,0.4,0.33,0,0.07,0.8
2566,Who wants to be a millionaire,SONY,PS,2000,Misc,Eidos Interactive,0.45,0.3,0,0.05,0.8
2567,Yakuza,SONY,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8
2568,Star Wars Rogue Squadron III: Rebel Strike,Nintendo,GC,2003,Simulation,LucasArts,0.62,0.16,0,0.02,0.8
2569,ABBA: You Can Dance,Nintendo,Wii,2011,Misc,Ubisoft,0.19,0.5,0,0.11,0.8
2570,Moto Racer,SONY,PS,1997,Racing,Electronic Arts,0.45,0.3,0,0.05,0.8
2571,Hitman: Contracts,SONY,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0,0.1,0.8
2572,The Sims 2: Pets,SONY,PSP,2006,Simulation,Electronic Arts,0.19,0.39,0,0.22,0.8
2573,Final Fantasy Anthology,SONY,PS,1999,Role-Playing,Square EA,0.45,0.3,0,0.05,0.8
2574,Aliens: Colonial Marines,MICROSOFT,X360,2013,Shooter,Sega,0.36,0.37,0,0.07,0.8
2575,Pro Evolution Soccer 2010,SONY,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8
2576,[Prototype 2],MICROSOFT,X360,2012,Action,Activision,0.48,0.25,0,0.07,0.8
2577,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,MICROSOFT,X360,2010,Racing,Sega,0.37,0.35,0,0.07,0.8
2578,Goldeneye 007: Reloaded,SONY,PS3,2011,Shooter,Activision,0.33,0.35,0,0.13,0.8
2579,NBA 2K16,SONY,PS3,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.8
2580,All Star Cheer Squad,Nintendo,Wii,2008,Sports,THQ,0.43,0.29,0,0.08,0.8
2581,The Sims 2: Castaway,SONY,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.8
2582,Prince of Persia: Warrior Within,MICROSOFT,XB,2004,Action,Ubisoft,0.48,0.28,0,0.04,0.8
2583,Dragon's Dogma,MICROSOFT,X360,2012,Role-Playing,Capcom,0.42,0.24,0.07,0.06,0.8
2584,Darksiders II,MICROSOFT,X360,2012,Action,THQ,0.45,0.28,0,0.07,0.8
2585,Resident Evil: Revelations,SONY,PS3,2013,Action,Capcom,0.14,0.32,0.22,0.12,0.8
2587,Super Robot Taisen α,SONY,PS,2000,Strategy,Banpresto,0,0,0.75,0.05,0.8
2588,PES 2009: Pro Evolution Soccer,SONY,PSP,2005,Sports,Konami Digital Entertainment,0.04,0.33,0.26,0.17,0.8
2589,Need for Speed: Hot Pursuit 2,Nintendo,GC,2002,Racing,Electronic Arts,0.68,0.09,0,0.02,0.8
2590,Star Wars: The Force Unleashed II,Nintendo,Wii,2010,Action,LucasArts,0.54,0.19,0,0.06,0.8
2591,Band Hero,MICROSOFT,X360,2009,Misc,Activision,0.51,0.22,0,0.07,0.8
2592,Mario & Sonic at the Sochi 2014 Olympic Winter Games,Nintendo,WiiU,2013,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8
2593,Tales of Destiny 2,SONY,PS2,2002,Role-Playing,Namco Bandai Games,0,0,0.8,0,0.8
2594,Capcom's Soccer Shootout,Nintendo,SNES,1993,Sports,Nintendo,0,0,0.8,0,0.8
2595,Sniper: Ghost Warrior,SONY,PS3,2011,Shooter,City Interactive,0.26,0.36,0.04,0.14,0.8
2596,The Godfather II,MICROSOFT,X360,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79
2597,pro evolution soccer 2011,SONY,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79
2599,Dragon Ball Z: Budokai Tenkaichi 2,SONY,PS2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79
2600,The Walking Dead: Season One,SONY,PS3,2012,Adventure,Avanquest Software,0.4,0.25,0.03,0.11,0.79
2601,Rayman Origins,MICROSOFT,X360,2011,Platform,Ubisoft,0.38,0.34,0,0.08,0.79
2602,Guitar Hero: Aerosmith,SONY,PS2,2008,Misc,Activision,0.61,0,0,0.18,0.79
2603,Ridge Racer,SONY,PS,1994,Racing,Sony Computer Entertainment,0,0,0.74,0.05,0.79
2605,Harvest Moon: A Wonderful Life,Nintendo,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0,0.02,0.79
2606,Momotarou Dentetsu 7,SONY,PS,1997,Simulation,Hudson Entertainment,0,0,0.74,0.05,0.79
2607,Invizimals,SONY,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.51,0,0.11,0.79
2608,Motocross Mania,SONY,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0,0.05,0.79
2609,Tiger Woods PGA Tour 10,SONY,PS3,2009,Sports,Electronic Arts,0.42,0.25,0,0.12,0.79
2611,WCW Mayhem,Nintendo,N64,1999,Fighting,Electronic Arts,0.63,0.15,0,0.01,0.79
2612,Mega Man 5,Nintendo,NES,1992,Platform,Capcom,0.39,0.07,0.32,0.01,0.79
2613,Star Ocean: The Last Hope,MICROSOFT,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79
2614,Dance Dance Revolution SuperNOVA 2,SONY,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
2615,Armored Core 2,SONY,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79
2616,Dragon Quest Monsters 2,Nintendo,3DS,2014,Role-Playing,Square Enix,0,0,0.79,0,0.79
2617,Ghost Squad,Nintendo,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.79
2618,Dead Island: Riptide,MICROSOFT,X360,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79
2620,Major League Baseball Featuring Ken Griffey Jr,Nintendo,N64,1998,Sports,Nintendo,0.75,0.03,0,0.01,0.79
2621,FIFA 12,Nintendo,Wii,2011,Sports,Electronic Arts,0.16,0.52,0,0.11,0.79
2622,Too Human,MICROSOFT,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79
2623,Sid Meier's Civilization Revolution,SONY,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.1,0.79
2624,NCAA Football 08,SONY,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79
2625,FIFA Soccer 2004,MICROSOFT,XB,2003,Sports,Electronic Arts,0.24,0.49,0,0.05,0.79
2627,Naruto Shippuden: Ultimate Ninja Storm 2,MICROSOFT,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.79
2628,PokePark 2: Wonders Beyond,Nintendo,Wii,2011,Action,Nintendo,0.27,0.2,0.27,0.05,0.79
2629,Professor Layton and the Azran Legacy,Nintendo,3DS,2013,Puzzle,Nintendo,0,0.48,0.25,0.06,0.78
2630,Tom Clancy's Splinter Cell: Double Agent,MICROSOFT,X360,2006,Action,Ubisoft,0.67,0.05,0.01,0.06,0.78
2632,Lips,MICROSOFT,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0,0.1,0.78
2633,Secret Agent Barbie: Royal Jewels Mission,Nintendo,GBA,2002,Platform,Vivendi Games,0.56,0.21,0,0.01,0.78
2636,Doom,SONY,PS,1994,Shooter,Infogrames,0.43,0.3,0,0.05,0.78
2637,Buzz! The Hollywood Quiz,SONY,PS2,2007,Misc,Sony Computer Entertainment,0.17,0,0,0.61,0.78
2640,We Sing,Nintendo,Wii,2009,Misc,Nordic Games,0,0.69,0,0.09,0.78
2641,Marvel vs. Capcom: Clash of Super Heroes,SONY,PS,1999,Fighting,Capcom,0.43,0.3,0,0.05,0.78
2642,God of War Saga,SONY,PS3,2012,Action,Sony Computer Entertainment,0.72,0,0,0.06,0.78
2643,Battle Stations,SONY,PS,1997,Strategy,Electronic Arts,0.43,0.29,0,0.05,0.78
2645,Pro Evolution Soccer 2016,SONY,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78
2646,Worms: Open Warfare,SONY,PSP,2006,Strategy,THQ,0.11,0.43,0,0.24,0.78
2647,Star Wars Battlefront: Elite Squadron,SONY,PSP,2009,Shooter,LucasArts,0.38,0.24,0,0.16,0.78
2648,UFC Personal Trainer: The Ultimate Fitness System,MICROSOFT,X360,2011,Sports,THQ,0.53,0.19,0,0.06,0.78
2649,Resident Evil: Operation Raccoon City,MICROSOFT,X360,2012,Action,Capcom,0.55,0.15,0.03,0.06,0.78
2650,NBA 2K7,SONY,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11,0.78
2651,Need for Speed: ProStreet,SONY,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2,0.78
2652,Toy Story 3: The Video Game,MICROSOFT,X360,2010,Action,Disney Interactive Studios,0.41,0.29,0,0.07,0.78
2653,Torneko no Daibouken: Fushigi no Dungeon,Nintendo,SNES,1993,Role-Playing,ChunSoft,0,0,0.78,0,0.78
2655,James Bond 007: Nightfire,Nintendo,GC,2002,Shooter,Electronic Arts,0.6,0.16,0,0.02,0.78
2656,Banjo-Kazooie: Nuts & Bolts,MICROSOFT,X360,2008,Platform,Microsoft Game Studios,0.32,0.36,0,0.09,0.78
2657,NBA ShootOut 98,SONY,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0,0.05,0.78
2658,Avatar: The Game,MICROSOFT,X360,2009,Action,Ubisoft,0.34,0.35,0,0.08,0.78
2659,Harry Potter and the Half-Blood Prince,Nintendo,Wii,2009,Action,Electronic Arts,0.28,0.4,0,0.09,0.77
2660,DJ Hero,Nintendo,Wii,2009,Misc,Activision,0.47,0.23,0,0.07,0.77
2661,Perfect Dark Zero,MICROSOFT,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77
2663,Andretti Racing,SONY,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77
2664,Caesars Palace 2000: Millennium Gold Edition,SONY,PS,2000,Misc,Interplay,0.43,0.29,0,0.05,0.77
2665,Madden NFL 25,MICROSOFT,XOne,2013,Sports,Electronic Arts,0.67,0.05,0,0.05,0.77
2667,Need For Speed: Undercover,SONY,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77
2668,Duke Nukem Forever,SONY,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0,0.12,0.77
2670,Marvel Nemesis: Rise of the Imperfects,SONY,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0,0.1,0.77
2672,Need for Speed: Porsche Unleashed,SONY,PS,1999,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77
2673,Dragon Ball: Raging Blast,SONY,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77
2675,Conker's Bad Fur Day,Nintendo,N64,2001,Platform,THQ,0.53,0.22,0,0.02,0.77
2676,Dragon Warrior I&II,Nintendo,GB,1999,Role-Playing,Enix Corporation,0,0,0.77,0,0.77
2677,Star Wars Episode II: Attack of the Clones,Nintendo,GBA,2002,Action,THQ,0.55,0.2,0,0.01,0.77
2680,Twisted Metal: Head On,SONY,PSP,2005,Action,Sony Computer Entertainment,0.71,0,0,0.06,0.77
2681,Conflict: Desert Storm II - Back to Bagdhad,SONY,PS2,2003,Shooter,SCi,0.38,0.29,0,0.1,0.77
2682,Maximo: Ghosts to Glory,SONY,PS2,2001,Platform,Capcom,0.38,0.29,0,0.1,0.77
2684,Donkey Kong Country 3,Nintendo,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77
2685,All-Star Baseball 2003,SONY,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77
2686,Unlimited Saga,SONY,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77
2687,Cabela's Deer Hunt: 2004 Season,SONY,PS2,2003,Sports,Activision Value,0.37,0.29,0,0.1,0.76
2688,Sonic Unleashed,SONY,PS2,2008,Platform,Sega,0.37,0.04,0,0.36,0.76
2689,Formula 1,SONY,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76
2690,Plants vs. Zombies: Garden Warfare,SONY,PS3,2014,Shooter,Electronic Arts,0.22,0.4,0.01,0.14,0.76
2691,Raving Rabbids: Travel in Time,Nintendo,Wii,2010,Adventure,Ubisoft,0.22,0.47,0,0.08,0.76
2692,The Sims 3,Nintendo,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76
2693,Driv3r,MICROSOFT,XB,2004,Racing,Atari,0.36,0.38,0,0.03,0.76
2694,Mercenaries: Playground of Destruction,SONY,PS2,2005,Action,LucasArts,0.64,0.02,0,0.1,0.76
2695,MTV Celebrity Deathmatch,SONY,PS2,2003,Fighting,Gotham Games,0.37,0.29,0,0.1,0.76
2696,Street Fighter Alpha: Warriors' Dreams,SONY,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
2698,ISS Pro Evolution,SONY,PS,1998,Sports,Konami Digital Entertainment,0,0,0.71,0.05,0.76
2699,Lost Planet 2,MICROSOFT,X360,2010,Shooter,Capcom,0.38,0.24,0.08,0.06,0.76
2700,SoulCalibur V,SONY,PS3,2012,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76
2703,Pro Evolution Soccer 2015,SONY,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76
2704,Drawn to Life: The Next Chapter,Nintendo,Wii,2009,Puzzle,THQ,0.29,0.39,0,0.08,0.76
2705,The Lord of the Rings: Conquest,SONY,PS3,2009,Action,Electronic Arts,0.38,0.26,0,0.12,0.76
2706,Final Fantasy II,Nintendo,NES,1988,Role-Playing,SquareSoft,0,0,0.76,0,0.76
2707,Tony Hawk's Pro Skater 2,Nintendo,N64,2001,Sports,Activision,0.59,0.16,0,0.01,0.76
2708,Taiko no Tatsujin: Tatakon de Dodon ga Don,SONY,PS2,2002,Misc,Namco Bandai Games,0,0,0.76,0,0.76
2709,Mega Man Battle Network 6: Cybeast Falzar / Gregar,Nintendo,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76
2710,Syphon Filter: The Omega Strain,SONY,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76
2711,FIFA Soccer 11,SONY,PS2,2010,Sports,Electronic Arts,0.11,0.29,0,0.36,0.76
2712,Deer Drive,Nintendo,Wii,2009,Sports,Big Ben Interactive,0.67,0.04,0,0.05,0.76
2713,Kane & Lynch: Dead Men,MICROSOFT,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
2715,Mortal Kombat: Deception,MICROSOFT,XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76
2717,That's So Raven,Nintendo,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,0.76
2718,FIFA 15,Nintendo,Wii,2014,Sports,Electronic Arts,0.24,0.46,0,0.06,0.76
2719,Marvel vs. Capcom 2: New Age of Heroes,SONY,PS2,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76
2720,Need for Speed: Shift,SONY,PSP,2009,Racing,Electronic Arts,0.16,0.38,0.01,0.21,0.76
2721,Kane & Lynch: Dead Men,SONY,PS3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76
2722,Dark Souls II,MICROSOFT,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76
2723,True Crime: New York City,SONY,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76
2724,Legends of Wrestling,SONY,PS2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0,0.1,0.76
2725,Rockstar Games presents Table Tennis,MICROSOFT,X360,2006,Sports,Take-Two Interactive,0.28,0.39,0,0.09,0.76
2726,Monopoly Streets,Nintendo,Wii,2010,Misc,Electronic Arts,0.24,0.44,0,0.08,0.76
2727,Genji: Days of the Blade,SONY,PS3,2006,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
2728,Harvest Moon: Animal Parade,Nintendo,Wii,2008,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2729,Final Fantasy Legend III,Nintendo,GB,1991,Role-Playing,SquareSoft,0,0,0.76,0,0.76
2731,Rare Replay,MICROSOFT,XOne,2015,Misc,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75
2733,Wall-E,SONY,PS2,2008,Platform,THQ,0.21,0,0,0.54,0.75
2734,WWE SmackDown vs. Raw 2009,SONY,PSP,2008,Fighting,THQ,0.41,0.21,0,0.14,0.75
2735,Band Hero,SONY,PS3,2009,Misc,Activision,0.41,0.24,0,0.11,0.75
2736,Mega Man X5,SONY,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75
2738,DJ Hero 2,SONY,PS3,2010,Misc,Activision,0.47,0.19,0,0.09,0.75
2739,The Godfather II,SONY,PS3,2009,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75
2740,WWE SmackDown vs. Raw 2010,Nintendo,Wii,2009,Fighting,THQ,0.51,0.17,0,0.07,0.75
2741,Turok,MICROSOFT,X360,2008,Action,Touchstone,0.46,0.21,0.01,0.07,0.75
2742,[Prototype 2],SONY,PS3,2012,Action,Activision,0.36,0.28,0,0.11,0.75
2743,Shark Tale,SONY,PS2,2004,Action,Activision,0.37,0.29,0,0.1,0.75
2744,San Francisco Rush: Extreme Racing,Nintendo,N64,1997,Racing,GT Interactive,0.63,0.11,0,0.01,0.75
2745,The Amazing Spider-Man (Console Version),MICROSOFT,X360,2012,Action,Activision,0.43,0.26,0,0.06,0.75
2746,Zone of the Enders,SONY,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
2747,Red Faction: Guerrilla,SONY,PS3,2009,Shooter,THQ,0.33,0.28,0.02,0.12,0.75
2748,Street Fighter EX Plus Alpha,SONY,PS,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75
2749,Madden NFL 06,SONY,PSP,2005,Sports,Electronic Arts,0.69,0,0,0.06,0.75
2750,Coded Arms,SONY,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0,0.18,0.75
2751,Tony Hawk's Underground 2,MICROSOFT,XB,2004,Sports,Activision,0.48,0.24,0,0.03,0.75
2752,Tales of Vesperia,MICROSOFT,X360,2008,Role-Playing,Atari,0.32,0.18,0.19,0.05,0.75
2753,X-Men Origins: Wolverine - Uncaged Edition,SONY,PS3,2009,Action,Activision,0.31,0.32,0,0.13,0.75
2755,Split/Second,SONY,PS3,2010,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
2756,Capcom vs. SNK 2: Mark of the Millennium 2001,SONY,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75
2757,MVP 06 NCAA Baseball,SONY,PS2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75
2758,Just Dance 2015,Nintendo,WiiU,2014,Misc,Ubisoft,0.4,0.28,0,0.07,0.75
2759,Borderlands: The Pre-Sequel,MICROSOFT,X360,2014,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75
2760,LittleBigPlanet 3,SONY,PS3,2014,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75
2761,Marvel: Ultimate Alliance 2,SONY,PS3,2009,Role-Playing,Activision,0.49,0.16,0,0.09,0.75
2763,The Walking Dead: Season One,MICROSOFT,X360,2012,Adventure,Avanquest Software,0.55,0.14,0,0.05,0.75
2764,Ace Combat: Assault Horizon,SONY,PS3,2011,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
2766,Jampack Summer 2001,SONY,PS2,2001,Misc,Sony Computer Entertainment,0.36,0.28,0,0.1,0.74
2767,Resonance of Fate,SONY,PS3,2010,Role-Playing,Sega,0.2,0.22,0.24,0.09,0.74
2768,Burnout,SONY,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0,0.1,0.74
2769,Tom Clancy's Rainbow Six: Vegas,SONY,PSP,2007,Shooter,Ubisoft,0.42,0.19,0,0.14,0.74
2770,Final Fantasy XIII-2,MICROSOFT,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74
2771,LEGO Batman 2: DC Super Heroes,Nintendo,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0,0.06,0.74
2772,Mortal Kombat: Unchained,SONY,PSP,2006,Fighting,Midway Games,0.67,0.01,0,0.06,0.74
2773,Mario & Luigi: Paper Jam,Nintendo,3DS,2015,Role-Playing,Nintendo,0.16,0.3,0.25,0.04,0.74
2774,Yu-Gi-Oh! Dungeon Dice Monsters,Nintendo,GBA,2001,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74
2775,Brink,SONY,PS3,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74
2776,LEGO Marvel Super Heroes,Nintendo,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74
2777,Blur,SONY,PS3,2010,Racing,Activision,0.22,0.37,0.02,0.13,0.74
2778,Madden NFL 11,Nintendo,Wii,2011,Sports,Unknown,0.7,0,0,0.05,0.74
2779,Namco Museum Remix,Nintendo,Wii,2007,Misc,Atari,0.68,0,0,0.05,0.74
2780,Midnight Club 3: DUB Edition,MICROSOFT,XB,2005,Racing,Take-Two Interactive,0.61,0.1,0,0.03,0.74
2782,The Lord of the Rings: The Two Towers,Nintendo,GBA,2002,Action,Electronic Arts,0.53,0.2,0,0.01,0.74
2783,Tiger Woods PGA Tour 2001,SONY,PS2,2001,Sports,Electronic Arts,0.36,0.28,0,0.09,0.74
2784,Indiana Jones and the Staff of Kings,Nintendo,Wii,2009,Action,Activision,0.36,0.3,0,0.08,0.74
2785,Jet Moto 3,SONY,PS,1999,Racing,Sony Computer Entertainment,0.41,0.28,0,0.05,0.74
2786,Naruto Shippuden: Ultimate Ninja Storm Generations,SONY,PS3,2012,Fighting,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74
2787,Unreal Championship,MICROSOFT,XB,2002,Shooter,Atari,0.59,0.12,0,0.03,0.74
